516735.mira;516735;mira;2015-07-21 13:32:19;20150721;2015-08-11 23:52:44;20150811;2015-08-11 23:57:50;20150811;94435408522577;23084807825779;prod-1024-torus;432000.0;3060.0;1024.0;1024.0;16384.0;16384.0;MIR-00480-337F1-1024;0;858396;19;1851625;42;1388.0889;1388.0889;0.0;1392.64;0.0;0.0;1392.64;MIR-00480-337F1-1024;0;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;14
541061.mira;541061;mira;2015-08-11 17:04:56;20150811;2015-08-12 00:00:19;20150812;2015-08-12 00:05:28;20150812;3335468100074;26995251945683;ATPESC2015;18000.0;3090.0;4096.0;4096.0;65536.0;65536.0;MIR-40000-737F1-4096;0;24922;13;24922;13;5643.3778;5643.3778;0.0;5625.1733;0.0;0.0;5625.1733;MIR-40000-737F1-4096;0;script;1025;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;10
540058.mira;540058;mira;2015-08-11 02:10:28;20150811;2015-08-12 00:01:06;20150812;2015-08-12 00:13:03;20150812;68678370941746;26995251945683;ATPESC2015;36000.0;7170.0;2048.0;2048.0;32768.0;32768.0;MIR-40C00-73FF1-2048;0;78637;21;78637;21;6526.2933;6526.2933;0.0;6526.2933;0.0;0.0;6526.2933;MIR-40C00-73FF1-2048;0;script;1025;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;7
540073.mira;540073;mira;2015-08-11 02:20:24;20150811;2015-08-12 00:01:59;20150812;2015-08-12 00:16:01;20150812;32291788250343;26995251945683;ATPESC2015;36000.0;8420.0;512.0;8.0;8192.0;128.0;MIR-408C0-73BF1-512;0;78095;21;78095;21;29.9733;1918.2933;0.0;1916.0177;0.0;0.0;1916.0177;MIR-408C0-73BF1-512;0;c1;1025;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;6
539952.mira;539952;mira;2015-08-11 00:52:03;20150811;2015-08-11 23:06:36;20150811;2015-08-12 00:36:32;20150812;19538777423807;64663463907625;prod-short;72000.0;53960.0;512.0;512.0;8192.0;8192.0;MIR-00040-33371-512;0;4174;0;80073;11;12281.1733;12281.1733;0.0;12278.8977;0.0;0.0;12278.8977;MIR-00040-33371-512;0;c8;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;13
540072.mira;540072;mira;2015-08-11 02:20:16;20150811;2015-08-12 00:16:27;20150812;2015-08-12 00:42:35;20150812;32291788250343;26995251945683;ATPESC2015;36000.0;15680.0;512.0;4.0;8192.0;64.0;MIR-40800-73B31-512;0;78128;21;78970;21;27.8756;3568.0711;0.0;3568.0711;0.0;0.0;3568.0711;MIR-40800-73B31-512;0;c1;1025;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;17
541337.mira;541337;mira;2015-08-11 21:06:14;20150811;2015-08-12 00:13:21;20150812;2015-08-12 01:06:43;20150812;68678370941746;26995251945683;ATPESC2015;36000.0;32020.0;512.0;512.0;8192.0;8192.0;MIR-40880-73BB1-512;0;10527;2;11227;3;7286.3289;7286.3289;0.0;7286.3288;0.0;0.0;7286.3288;MIR-40880-73BB1-512;0;script;1025;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;7
540879.mira;540879;mira;2015-08-11 15:01:05;20150811;2015-08-12 00:06:52;20150812;2015-08-12 01:07:22;20150812;61519180779121;26995251945683;ATPESC2015;36000.0;36300.0;2048.0;1280.0;32768.0;20480.0;MIR-40000-733F1-2048;0;32746;9;32746;9;20650.6667;33041.0667;0.0;33041.0666;0.0;0.0;33041.0666;MIR-40000-733F1-2048;0;script;1025;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;13
540071.mira;540071;mira;2015-08-11 02:20:11;20150811;2015-08-12 00:42:44;20150812;2015-08-12 01:31:19;20150812;32291788250343;26995251945683;ATPESC2015;36000.0;29150.0;512.0;2.0;8192.0;32.0;MIR-40840-73B71-512;0;78162;21;80553;22;25.9111;6633.2444;0.0;6633.2444;0.0;0.0;6633.2444;MIR-40840-73B71-512;0;c1;1025;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;5
540074.mira;540074;mira;2015-08-11 02:20:29;20150811;2015-08-12 01:31:49;20150812;2015-08-12 01:40:14;20150812;32291788250343;26995251945683;ATPESC2015;36000.0;5050.0;512.0;16.0;8192.0;256.0;MIR-40800-73B31-512;0;78191;21;83479;23;35.9822;1151.4311;0.0;1149.1555;0.0;0.0;1149.1555;MIR-40800-73B31-512;0;c1;1025;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;19
540075.mira;540075;mira;2015-08-11 02:20:32;20150811;2015-08-12 01:40:28;20150812;2015-08-12 01:45:30;20150812;32291788250343;26995251945683;ATPESC2015;36000.0;3020.0;512.0;32.0;8192.0;512.0;MIR-40840-73B71-512;0;78219;21;83997;23;42.9511;687.2178;0.0;687.2177;0.0;0.0;687.2177;MIR-40840-73B71-512;0;c1;1025;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;13
540076.mira;540076;mira;2015-08-11 02:20:34;20150811;2015-08-12 01:46:16;20150812;2015-08-12 01:49:59;20150812;32291788250343;26995251945683;ATPESC2015;36000.0;2230.0;512.0;64.0;8192.0;1024.0;MIR-40800-73B31-512;0;78278;21;84341;23;63.4311;507.4489;0.0;507.4488;0.0;0.0;507.4488;MIR-40800-73B31-512;0;c1;1025;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;7
540077.mira;540077;mira;2015-08-11 02:20:41;20150811;2015-08-12 01:50:24;20150812;2015-08-12 01:54:17;20150812;32291788250343;26995251945683;ATPESC2015;27000.0;2330.0;512.0;128.0;8192.0;2048.0;MIR-40840-73B71-512;0;78311;29;84583;31;133.12;532.48;0.0;530.2044;0.0;0.0;530.2044;MIR-40840-73B71-512;0;c1;1025;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;17
540249.mira;540249;mira;2015-08-11 04:35:37;20150811;2015-08-11 23:04:48;20150811;2015-08-12 01:57:48;20150812;96189774897037;73414259670960;prod-short;108000.0;103800.0;512.0;512.0;8192.0;8192.0;MIR-00080-333B1-512;0;66552;6;66552;6;23620.2667;23620.2667;0.0;23620.2666;0.0;0.0;23620.2666;MIR-00080-333B1-512;0;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;8;0;0;0;8;0;0;0;1;1;0;0;0;0;0;0;0.0;10
538947.mira;538947;mira;2015-08-10 15:09:11;20150810;2015-08-11 22:58:46;20150811;2015-08-12 01:59:35;20150812;85584413952000;14990642440966;prod-short;108000.0;108490.0;4096.0;4096.0;65536.0;65536.0;MIR-04800-77BF1-4096;143;114575;10;114575;10;197481.8133;197481.8133;0.0;197500.0177;0.0;0.0;197500.0177;MIR-04800-77BF1-4096;143;c32;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;15
537829.mira;537829;mira;2015-08-10 03:32:57;20150810;2015-08-11 23:05:22;20150811;2015-08-12 02:01:26;20150812;96189774897037;73414259670960;prod-short;108000.0;105640.0;512.0;512.0;8192.0;8192.0;MIR-00800-33B31-512;0;64830;6;156745;14;24038.9689;24038.9689;0.0;24038.9688;0.0;0.0;24038.9688;MIR-00800-33B31-512;0;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;8;0;0;0;8;0;0;0;1;1;0;0;0;0;0;0;0.0;16
541612.mira;541612;mira;2015-08-11 23:59:26;20150811;2015-08-12 02:00:48;20150812;2015-08-12 02:03:02;20150812;66650364020210;33147724034799;prod-short;6000.0;1340.0;512.0;1.0;8192.0;16.0;MIR-448C0-77BF1-512;134;7282;12;7282;12;0.6;307.2;0.0;304.9244;0.0;0.0;304.9244;MIR-448C0-77BF1-512;134;c16;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;2
537818.mira;537818;mira;2015-08-10 03:29:47;20150810;2015-08-11 23:05:56;20150811;2015-08-12 02:03:02;20150812;96189774897037;73414259670960;prod-short;108000.0;106260.0;512.0;512.0;8192.0;8192.0;MIR-00000-33331-512;0;31583;2;156968;14;24180.0533;24180.0533;0.0;24180.0533;0.0;0.0;24180.0533;MIR-00000-33331-512;0;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;8;0;0;0;8;0;0;0;1;1;0;0;0;0;0;0;0.0;8
541627.mira;541627;mira;2015-08-12 00:54:48;20150812;2015-08-12 02:03:02;20150812;2015-08-12 02:05:19;20150812;45138554156356;18510755206696;prod-short;9000.0;1370.0;512.0;1.0;8192.0;16.0;MIR-44840-77B71-512;0;4095;4;4095;4;0.6089;311.7511;0.0;311.7511;0.0;0.0;311.7511;MIR-44840-77B71-512;0;c1;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;8
541603.mira;541603;mira;2015-08-11 23:48:14;20150811;2015-08-12 02:04:09;20150812;2015-08-12 02:08:22;20150812;34871601655553;97534845395728;backfill;9000.0;2530.0;512.0;432.0;8192.0;6912.0;MIR-448C0-77BF1-512;0;8156;9;8156;9;485.76;575.7156;0.0;575.7155;0.0;0.0;575.7155;MIR-448C0-77BF1-512;0;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;10
541635.mira;541635;mira;2015-08-12 01:16:01;20150812;2015-08-12 02:01:46;20150812;2015-08-12 02:08:51;20150812;65494466463799;32787699174502;prod-short;18000.0;4250.0;512.0;16.0;8192.0;256.0;MIR-44800-77B31-512;0;2745;1;2745;1;30.2933;969.3867;0.0;967.1111;0.0;0.0;967.1111;MIR-44800-77B31-512;0;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;35;0;0;35;0;1;0;0;0;0;0;1;0;0;0;0.0;9
541601.mira;541601;mira;2015-08-11 23:47:52;20150811;2015-08-12 02:04:44;20150812;2015-08-12 02:09:06;20150812;34871601655553;97534845395728;backfill;9000.0;2620.0;512.0;432.0;8192.0;6912.0;MIR-04880-37BB1-512;0;8212;9;8212;9;503.04;596.1956;0.0;596.1955;0.0;0.0;596.1955;MIR-04880-37BB1-512;0;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;12
541602.mira;541602;mira;2015-08-11 23:47:57;20150811;2015-08-12 02:06:36;20150812;2015-08-12 02:10:46;20150812;34871601655553;97534845395728;backfill;9000.0;2500.0;512.0;432.0;8192.0;6912.0;MIR-44840-77B71-512;0;8319;9;8319;9;481.92;571.1644;0.0;568.8888;0.0;0.0;568.8888;MIR-44840-77B71-512;0;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0.0;6
