519723.mira;519723;mira;2015-07-24 14:10:54;20150724;2015-07-24 15:07:56;20150724;2015-07-24 15:38:42;20150724;8251772265998;33147724034799;prod-short;1800.0;1846.0;512.0;512.0;8192.0;8192.0;MIR-08CC0-3BFF1-512;143;2099;1;3423;1;4200.6756;4200.6756;0.0;4200.6755;0.0;0.0;4200.6755;MIR-08CC0-3BFF1-512;143;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;37;0;0;37;0;1;0;0;0;0;0;1;0;0;0;0.0;3
519299.mira;519299;mira;2015-07-23 22:11:04;20150723;2015-07-24 15:14:00;20150724;2015-07-24 15:38:42;20150724;21691304129404;64663463907625;prod-short;5400.0;1482.0;512.0;512.0;8192.0;8192.0;MIR-40CC0-73FF1-512;1;61208;11;61377;11;3370.0978;3370.0978;0.0;3372.3733;0.0;0.0;3372.3733;MIR-40CC0-73FF1-512;1;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;2;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0.0;1
519359.mira;519359;mira;2015-07-23 23:21:51;20150723;2015-07-24 14:39:04;20150724;2015-07-24 15:39:53;20150724;38432354078829;97534845395728;backfill;3600.0;3649.0;512.0;512.0;8192.0;8192.0;MIR-08C80-3BFB1-512;143;55032;15;55032;15;8303.5022;8303.5022;0.0;8303.5022;0.0;0.0;8303.5022;MIR-08C80-3BFB1-512;143;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;13;0;0;13;0;1;0;0;0;0;0;1;0;0;0;0.0;5
519727.mira;519727;mira;2015-07-24 14:40:21;20150724;2015-07-24 15:11:15;20150724;2015-07-24 15:42:06;20150724;8251772265998;33147724034799;prod-short;1800.0;1851.0;512.0;128.0;8192.0;2048.0;MIR-00C40-33F71-512;143;489;0;1853;1;1053.0133;4212.0533;0.0;4212.0533;0.0;0.0;4212.0533;MIR-00C40-33F71-512;143;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;28;0;0;28;0;1;0;0;0;0;0;1;0;0;0;0.0;12
519301.mira;519301;mira;2015-07-23 22:11:16;20150723;2015-07-24 15:15:08;20150724;2015-07-24 15:45:14;20150724;21691304129404;64663463907625;prod-short;5400.0;1806.0;512.0;512.0;8192.0;8192.0;MIR-00CC0-33FF1-512;1;61263;11;61431;11;4111.9289;4111.9289;0.0;4109.6533;0.0;0.0;4109.6533;MIR-00CC0-33FF1-512;1;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;2;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0.0;15
519353.mira;519353;mira;2015-07-23 23:21:14;20150723;2015-07-24 15:10:37;20150724;2015-07-24 15:47:27;20150724;38432354078829;97534845395728;backfill;3600.0;2210.0;512.0;512.0;8192.0;8192.0;MIR-00C80-33FB1-512;0;56963;15;56963;15;5026.7022;5026.7022;0.0;5028.9777;0.0;0.0;5028.9777;MIR-00C80-33FB1-512;0;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;9;0;0;9;0;1;0;0;0;0;0;1;0;0;0;0.0;3
519304.mira;519304;mira;2015-07-23 22:11:39;20150723;2015-07-24 15:30:46;20150724;2015-07-24 15:47:55;20150724;21691304129404;64663463907625;prod-short;5400.0;1029.0;512.0;512.0;8192.0;8192.0;MIR-048C0-37BF1-512;1;61452;11;62346;11;2343.8222;2343.8222;0.0;2341.5466;0.0;0.0;2341.5466;MIR-048C0-37BF1-512;1;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;2;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0.0;7
519305.mira;519305;mira;2015-07-23 22:11:46;20150723;2015-07-24 15:39:21;20150724;2015-07-24 15:48:30;20150724;21691304129404;64663463907625;prod-short;5400.0;549.0;512.0;512.0;8192.0;8192.0;MIR-04880-37BB1-512;1;61502;11;62856;11;1249.28;1249.28;0.0;1249.28;0.0;0.0;1249.28;MIR-04880-37BB1-512;1;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;2;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0.0;9
519303.mira;519303;mira;2015-07-23 22:11:34;20150723;2015-07-24 15:29:34;20150724;2015-07-24 15:52:08;20150724;21691304129404;64663463907625;prod-short;5400.0;1354.0;512.0;512.0;8192.0;8192.0;MIR-40C80-73FB1-512;1;61387;11;62280;11;3081.1022;3081.1022;0.0;3081.1022;0.0;0.0;3081.1022;MIR-40C80-73FB1-512;1;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;2;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0.0;1
519308.mira;519308;mira;2015-07-23 22:11:58;20150723;2015-07-24 15:46:00;20150724;2015-07-24 15:55:10;20150724;21691304129404;64663463907625;prod-short;5400.0;550.0;512.0;512.0;8192.0;8192.0;MIR-00CC0-33FF1-512;1;61590;11;63242;11;1251.5556;1251.5556;0.0;1251.5555;0.0;0.0;1251.5555;MIR-00CC0-33FF1-512;1;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;2;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0.0;19
519356.mira;519356;mira;2015-07-23 23:21:28;20150723;2015-07-24 15:10:05;20150724;2015-07-24 16:04:02;20150724;38432354078829;97534845395728;backfill;3600.0;3237.0;512.0;512.0;8192.0;8192.0;MIR-00C00-33F31-512;0;56916;15;56916;15;7368.2489;7368.2489;0.0;7365.9733;0.0;0.0;7365.9733;MIR-00C00-33F31-512;0;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;11;0;0;11;0;1;0;0;0;0;0;1;0;0;0;0.0;19
516713.mira;516713;mira;2015-07-21 11:26:52;20150721;2015-07-24 12:28:39;20150724;2015-07-24 16:04:03;20150724;88781968359268;902672531503;prod-capability;17400.0;12924.0;12288.0;12288.0;196608.0;196608.0;MIR-04000-77FF1-0020-12288;0;262907;15;262907;15;705822.72;705822.72;705822.72;0.0;0.0;705822.72;0.0;MIR-04000-77FF1-0020-12288;0;script;-1;complete;Capability;16.7% <= x < 33.3%;16.7% <= x < 33.3%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;705822.72;6
519306.mira;519306;mira;2015-07-23 22:11:53;20150723;2015-07-24 15:39:56;20150724;2015-07-24 16:05:00;20150724;21691304129404;64663463907625;prod-short;5400.0;1504.0;512.0;512.0;8192.0;8192.0;MIR-40CC0-73FF1-512;1;61529;11;62883;11;3424.7111;3424.7111;0.0;3422.4355;0.0;0.0;3422.4355;MIR-40CC0-73FF1-512;1;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;2;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0.0;12
516715.mira;516715;mira;2015-07-21 11:28:02;20150721;2015-07-24 14:18:08;20150724;2015-07-24 16:05:45;20150724;88781968359268;902672531503;prod-capability;10800.0;6457.0;12288.0;12288.0;196608.0;196608.0;MIR-08000-7BBF1-12288;0;269406;24;269406;24;352638.2933;352638.2933;352638.2933;0.0;0.0;352638.2933;0.0;MIR-08000-7BBF1-12288;0;script;-1;complete;Capability;16.7% <= x < 33.3%;16.7% <= x < 33.3%;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;352638.2933;14
519465.mira;519465;mira;2015-07-24 03:07:54;20150724;2015-07-24 15:41:02;20150724;2015-07-24 16:11:52;20150724;8251772265998;33147724034799;prod-short;1800.0;1850.0;4096.0;4096.0;65536.0;65536.0;MIR-08C00-7BFF1-4096;143;40633;22;45189;25;33678.2222;33678.2222;0.0;33678.2222;0.0;0.0;33678.2222;MIR-08C00-7BFF1-4096;143;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;76;0;0;76;0;1;0;0;0;0;0;1;0;0;0;0.0;11
518987.mira;518987;mira;2015-07-23 18:36:13;20150723;2015-07-24 15:16:47;20150724;2015-07-24 16:14:59;20150724;92664332451608;39064483874973;prod-short;7200.0;3492.0;512.0;512.0;8192.0;8192.0;MIR-44840-77B71-512;0;74434;10;74434;10;7946.24;7946.24;0.0;7946.24;0.0;0.0;7946.24;MIR-44840-77B71-512;0;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;16;0;0;0;16;0;0;0;1;1;0;0;0;0;0;0;0.0;19
519669.mira;519669;mira;2015-07-24 11:15:04;20150724;2015-07-24 16:05:12;20150724;2015-07-24 16:18:54;20150724;21691304129404;64663463907625;prod-short;5400.0;822.0;512.0;512.0;8192.0;8192.0;MIR-00C00-33F31-512;1;15658;2;17408;3;1870.5067;1870.5067;0.0;1870.5066;0.0;0.0;1870.5066;MIR-00C00-33F31-512;1;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;3;0;0;3;0;1;0;0;0;0;0;1;0;0;0;0.0;6
519729.mira;519729;mira;2015-07-24 14:42:43;20150724;2015-07-24 15:53:32;20150724;2015-07-24 16:24:24;20150724;8251772265998;33147724034799;prod-short;1800.0;1852.0;512.0;128.0;8192.0;2048.0;MIR-40C80-73FB1-512;143;2786;1;4249;2;1053.5822;4214.3289;0.0;4214.3288;0.0;0.0;4214.3288;MIR-40C80-73FB1-512;143;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;28;0;0;28;0;1;0;0;0;0;0;1;0;0;0;0.0;17
519759.mira;519759;mira;2015-07-24 15:14:45;20150724;2015-07-24 16:16:11;20150724;2015-07-24 16:47:16;20150724;8251772265998;33147724034799;prod-short;1800.0;1865.0;512.0;512.0;8192.0;8192.0;MIR-44840-77B71-512;143;3686;2;3686;2;4243.9111;4243.9111;0.0;4243.9111;0.0;0.0;4243.9111;MIR-44840-77B71-512;143;script;-1;complete;Not capability;0% <= x < 16.7%;0% <= x < 16.7%;0;37;0;0;37;0;1;0;0;0;0;0;1;0;0;0;0.0;16
